,tweet_dt,topic,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted
355,2021-12-17,#spidermannowayhome,1471991001506005001,BrandonMays18,Brandon “The Latest News Out Of Omaha” Mays,"The latest news out of Omaha: 

I just watched #SpiderManNoWayHome",8,0,0,False
356,2021-12-17,#spidermannowayhome,1471990993725665285,Butters_02,Butters,i just wanna watch No Way Home again. and again. and again. #SpiderManNoWayHome,5,0,0,False
357,2021-12-17,#spidermannowayhome,1471990990974054402,yessiphobic,yessi (taylor’s version) 🧣,i’m crying #SpiderManNoWayHome,0,0,0,False
358,2021-12-17,#spidermannowayhome,1471990981029502976,theericsaucedo,Saucedx,"I’m tired of the Tom Holland slander YALL PUT RESPECT ON HIS NAME 
#SpiderManNoWayHome https://t.co/6Bz4KyuNFo",1,0,0,False
359,2021-12-17,#spidermannowayhome,1471990974196899849,mischiefstiel,v 🏹 SAW NWH,"NWH SPOILERS #SpiderManNoWayHome 
-
-
-
-
-
-
WE GOT THE LIVE ACTION VERSION OF THIS REACTION PIC https://t.co/rWTZSSyKDF",99,0,2,False
360,2021-12-17,#spidermannowayhome,1471990973542678534,Dusse314,🤴🏾,Im not gonna be on Twitter for awhile till I see #SpiderManNoWayHome cause you uncouth mfs gonna be talking about the movie and spoil it for me https://t.co/BU5moWJ4cq,0,0,0,False
361,2021-12-17,#spidermannowayhome,1471990972468838406,gibgabe,Chuckleberry Finn ,"No spoilers here, but OMG!!!! 😳😳😩😱 #SpiderManNoWayHome  #SpiderMan",0,0,0,False
362,2021-12-17,#spidermannowayhome,1471990969398697990,razanrayan_,R,This has got to be the best marvel movie I have ever seen.. #SpiderManNoWayHome,2,0,0,False
363,2021-12-17,#spidermannowayhome,1471990953166712837,wyIiesbassett,meg SEES NWH TODAY,i have a feeling i’ll cry more in no way home then i did in endgame #SpiderManNoWayHome,1,0,0,False
364,2021-12-17,#spidermannowayhome,1471990941678510083,newtothemcu,newtothemcu,@TheGregAlba I almost screamed when I saw one of my favorite Youtubers! #SpiderManNoWayHome https://t.co/mcVFxL3Xnn,0,0,0,False
365,2021-12-17,#spidermannowayhome,1471990940030189568,MidwestTraci,Midwest Traci,#SpiderManNoWayHome was great and the greatest thankfully overshadows all the stupid mistakes that the characters (two in particular) make.,0,0,0,False
366,2021-12-17,#spidermannowayhome,1471990915233374212,ruxxel,Rux,Spoilers sin contexto de #SpiderManNoWayHome  3/3 https://t.co/ieX5LCWnJY,0,0,0,False
367,2021-12-17,#spidermannowayhome,1471990902134607875,IIIRaniaIII,Rania,"Avengers? That’s great!… what is that?…is it a band!
#SpiderManNoWayHome",1,0,0,False
368,2021-12-17,#spidermannowayhome,1471990899639037953,hzjoetv,Joe,"Spoilers for #SpiderManNoWayHome 
Quick question… https://t.co/X2PaNtFVYX",87,0,1,False
369,2021-12-17,#spidermannowayhome,1471990870270517248,theVinitude,Vinitude Art,My son looking up to his hero.. has to capture the moment. @MarvelStudios #SpiderMan #SpiderManNoWayHome https://t.co/SST3K1qoSe,1,0,0,False
370,2021-12-17,#spidermannowayhome,1471990869108699139,3lvis_87,£|_\|(),"#SpiderManNoWayHome time, seeing it again so good #MarvelStudios https://t.co/KlHWuhUpwz",0,0,0,False
371,2021-12-17,#spidermannowayhome,1471990855678533632,theneomaxie1,🎄 jen 🎄,"So…Spider-Man NWH is soooooooo good!
No spoilers tho 👀#SpiderManNoWayHome",0,0,0,False
372,2021-12-17,#spidermannowayhome,1471990854466383880,MalikHaelstrom,ᴍxʏᴢᴘᴛʟᴋ,I can finally break my social media hiatus. I’ve finally seen #SpiderManNoWayHome and it was the best movie in a long TIME. THEY ATE THIS MOVIE UPPPPPP https://t.co/6g8y5pcZIm,43,0,2,False
373,2021-12-17,#spidermannowayhome,1471990854323691523,sarahloulife,Sarah-Lou 🤍,"Seven days until I’m out of isolation. 
Eight days until I can see #SpiderManNoWayHome 

I can do this without losing my mind.",4,0,0,False
374,2021-12-17,#spidermannowayhome,1471990852172009474,ruxxel,Rux,Spoilers sin contexto de #SpiderManNoWayHome  2/3 https://t.co/ecLSoTT40F,0,0,0,False
375,2021-12-17,#spidermannowayhome,1471990831540224009,siiiverse,gabs loves peter,#SpiderManNoWayHome the best movie theater experience of my life,3,0,0,False
376,2021-12-17,#spidermannowayhome,1471990824607141893,c_murph29,Carlie LaRue,Spider-Man was everything I hoped for and more #SpiderManNoWayHome absolutely perfect,1,0,0,False
377,2021-12-17,#spidermannowayhome,1471990815643865089,JFire127,JadeFire Productions,Watching #SpiderManNoWayHome!!!! https://t.co/2dxxwa2MHM,0,0,0,False
378,2021-12-17,#spidermannowayhome,1471990807259402248,higginsjack94,Jack Higgins,Yes yes yes yes yes yes yes yes yes yes yes yes YES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Everything I wanted an MORE. #SpiderManNoWayHome,2,0,0,False
379,2021-12-17,#spidermannowayhome,1471990800317829123,Master_ED7,Ed7 🇲🇽,#SpiderManNoWayHome just 🤯 my mind,0,0,0,False
380,2021-12-17,#spidermannowayhome,1471990788468920326,psciolis,Peter Sciφlis,Me pulling up to Regal with another ticket to #SpiderManNoWayHome tonight like… https://t.co/EmBNYFNtvK,3,0,0,False
381,2021-12-17,#spidermannowayhome,1471990787390935043,yesdojacat,:),i can’t believe they recreated this ♥️ #SpiderManNoWayHome #SpiderManNoWayHomeleak #nwhspoilers #TomHolland #TobeyMaguire #andrewgarfield #MarvelsAvengers https://t.co/ki26nW8Lwx,12,0,2,False
382,2021-12-17,#spidermannowayhome,1471990780374011910,DrCarpineti,Dr. Alfredo Carpineti 🏳️‍🌈🏳️‍⚧️,#SpiderManNoWayHome might be my favourite live action Spider-Man movie ever https://t.co/vx4PoGp5DQ,34,0,2,False
383,2021-12-17,#spidermannowayhome,1471990772534853640,joychikaaa,𝒋𝒄𝒂,it was people clapping during the movie for me 🙌🏽😂👏🏽 #SpiderManNoWayHome,0,0,0,False
384,2021-12-17,#spidermannowayhome,1471990754591576066,AlexRoig_NBA,Alex Roig,And here we go!!!! #SpiderManNoWayHome https://t.co/cuWLuXikWU,7,0,0,False
385,2021-12-17,#spidermannowayhome,1471990742671400960,SinglePlayrHero,Single Player Hero 🎮,"""The problem is you trying to live two different lives. The longer you do it, the more dangerous it becomes.""

Game: @PlayAvengers 

#VGPNetwork #VGP #VGPUnite #MarvelsAvengers #AvengersGame #VirtualPhotography #PS4share #Spiderman #SpiderManNoWayHome #ThePhotoMode #PhotoMode https://t.co/TolZlAhVAZ",11,0,1,False
386,2021-12-17,#spidermannowayhome,1471990741828345858,angelicaalvz9,angelica🤍,The amount of excitement I have for tomorrow #SpiderManNoWayHome,3,0,0,False
387,2021-12-17,#spidermannowayhome,1471990737508175874,UnproblematicMr,Smiley,@buckbarnesmcu EXACTLY! Also you did a typo🤧 #SpiderManNoWayHome,1,0,0,False
388,2021-12-17,#spidermannowayhome,1471990735608102915,Personguyy,🎄 Derek 🎄,"If I at any point hear some of the Danny Elfman Spider-Man score in #NoWayHome I'm legit gonna bawl my eyes out.

#SpiderManNoWayHome
#NoSpoilers",1,0,0,False
389,2021-12-17,#spidermannowayhome,1471990735394283533,naathannchung,Nate,Just got back home from the theatre and I still feel like i'm dreaming. #SpiderManNoWayHome,0,0,0,False
390,2021-12-17,#spidermannowayhome,1471990730159702016,ollygreen,Olly Green,@GluSkye Unpopular opinion. Thor: The Dark World is better than No Way Home #SpiderManNoWayHome,0,0,0,False
391,2021-12-17,#spidermannowayhome,1471990723767640071,MorganMaggs,MoreoM,"The more I think about #SpiderManNoWayHome the more I love it. The thing I love most however is how it finally moves Tom Holland’s spidey forward. He’s always felt the same at the end of his movies, no lasting consequences or growth. NWH really let’s him grow up. Ugh glorious! https://t.co/P3Z7cJtddb",2,0,0,False
392,2021-12-17,#spidermannowayhome,1471990706558291968,ItsTheMichael,ItsTheMichael,#SpiderManNoWayHome is the best MCU movie so far and my new favorite movie of all time.,0,0,0,False
393,2021-12-17,#spidermannowayhome,1471990705585332229,nicolabrownxx,Nicola,Just back from seeing Spider-Man: No Way Home…. Amazing! 🕷🕸 #SpiderManNoWayHome,1,0,0,False
394,2021-12-17,#spidermannowayhome,1471990698920615941,s_debruyn,Sam,#SpiderManNoWayHome was amazing 😍  #NoSpoilers,1,0,0,False
395,2021-12-17,#spidermannowayhome,1471990698664726543,MElsirafy,𝙍𝙖𝙙𝙞𝙤𝙖𝙘𝙩𝙞𝙫𝙚 ☢️,"Thanks @Marvel for such a great movie ♥️
#SpiderManNoWayHome",1,0,0,False
396,2021-12-17,#spidermannowayhome,1471990692918575106,ZeroIsGodlike,PΛDӨЯЦ DΣIƬY,#SpiderManNoWayHome Top 3 movie for me. absolutely perfect,0,0,0,False
397,2021-12-17,#spidermannowayhome,1471990682566856706,camster129,lasttimedown,"IT'S SO GOOD OMG IT'S SO.

DAMN.

GOOD.

#SpiderManNoWayHome",0,0,0,False
398,2021-12-17,#spidermannowayhome,1471990676887904260,TheOG_Kakarot,𝐒𝐞𝐧𝐬𝐮𝐢 🔮,#SpiderManNoWayHome was a perfect 10/10,2,0,0,False
399,2021-12-17,#spidermannowayhome,1471990672467152900,CooperDowell,Cooper,I was not emotionally prepared for #SpiderManNoWayHome  I cried for like an hour.,0,0,0,False
400,2021-12-17,#spidermannowayhome,1471990666318209032,dianafenceless,diana 🔮NWH,I WANT ALL THE BTS #SpiderManNoWayHome,0,0,0,False
401,2021-12-17,#spidermannowayhome,1471990647934570505,AidanBreshers,Aidan X,"#SpiderManNoWayHome is… oh my god… probably the best #SpiderMan Movie of all time. Dare I say it… the best Movie in General. To anyone who says otherwise… “I’m gonna put some dirt in your eye.”

This is Nostalgia done right… Solid 9/10 https://t.co/xEHM7xa0ve",1,0,0,False
402,2021-12-17,#spidermannowayhome,1471990645300490241,MetaMediaBB,MetaMedia,Looks like it’s raining MM again. Perfect timing to get more in your bag while the market cap is low. HUGE growth potential. 1M Max Supply #MillionToken #NFT #NFTCommunity #NFTs #Bitcoin #SPIDERMANNOWAYHOME  #BSCGem #HappyBirthdayPratik #Airdrop https://t.co/FNQanOZh8H,10,0,2,False
403,2021-12-17,#spidermannowayhome,1471990642821808134,mercyggfeis,Giulia 🦋,🤯 loved every second. #SpiderManNoWayHome https://t.co/yorlErrGow,0,0,0,False
404,2021-12-17,#spidermannowayhome,1471990638791077888,Carrlucious,Hatdog,Fcking kewl #SpiderManNoWayHome,0,0,0,False
405,2021-12-17,#spidermannowayhome,1471990637776060431,BywayDesign,BywayDesign,"Just saw #SpiderMan #NoWayHome and I loved it! and I'm pretty sure that's the only time I've been in a UK cinema audience that has clapped and cheered during a film!

#SpiderManNoWayHome #TomHolland #PeterParker #Marvel #Spidey #AlbumCoverParody #GreenDay #AmericanIdiot #Punk https://t.co/7lEfvOsVDi",0,0,0,False
406,2021-12-17,#spidermannowayhome,1471990634995232769,ThatPodcastGuy1,THEE Bluetooth-phobic Greg Howard Jr🐝💛,IT WAS SO FUCKING GOOD!!!!!! #SpiderManNoWayHome,29,0,0,False
407,2021-12-17,#spidermannowayhome,1471990621178982404,UpTheDownstair,Deepit Magee,I will take weeks to process what happened in #SpiderManNoWayHome,1,0,0,False
408,2021-12-17,#spidermannowayhome,1471990620889698305,LeanneMarriee,Leanne,"Round two of #SpidermanNoWayHome , let’s go! https://t.co/Xk91E9yS8t",4,0,0,False
409,2021-12-17,#spidermannowayhome,1471990620352921602,PlusNiggaHokage,Walking Manga 🦉,We rise 🕷 #SpiderManNoWayHome https://t.co/Ex2oSDYoff,6,0,1,False
410,2021-12-17,#spidermannowayhome,1471990616510840833,Shanell19542378,Shanelle,Omg guys I just saw spider man no way!!! I’m so proud of you Tom😩❤️ #SpiderMan #SpiderManNoWayHome,0,0,0,False
411,2021-12-17,#spidermannowayhome,1471990610659885059,axrudh,ani,"#SpiderManNoWayHome PERFECT

🍿:💯 https://t.co/S0g0RZtDHe",1,0,0,False
412,2021-12-17,#spidermannowayhome,1471990609737138182,Realregentskid,Regents-k-i-d,"#SpiderManNoWayHome is acc the greatest Marvel Movie
I’ve accepted it and can’t stop thinking about it.

So many unbelievable scenes, last 15 mins solidified Tom Holland’s Spider-Man as THE spiderman. 

Top film.",0,0,0,False
413,2021-12-17,#spidermannowayhome,1471990604368429060,GiuliaBould,Giulia Bould,Just got home from #SpiderManNoWayHome No spoilers here... But WOW! Absolutely epic! And @TomHolland1996 and @Zendaya ♥ ♥ (and stay right to the very end people!) https://t.co/RFiazPDsKQ,2,0,0,False
414,2021-12-17,#spidermannowayhome,1471990603181404167,eternalpotterx,🖤 - SpiderMan NWH spoilers,The two post credits scenes were insane #SpiderManNoWayHome,0,0,0,False
415,2021-12-17,#spidermannowayhome,1471990597770788868,Mozooo22,Mohamed,They did give a special thanks to Avi Arad huh #SpiderManNoWayHome,0,0,0,False
416,2021-12-17,#spidermannowayhome,1471990584248348675,JoeHoldenMusic,Joe Holden,I have loved Spider-Man ever since I can remember and #SpiderManNoWayHome gave me everything I wanted as a fan and so much more. If you haven’t already I really urge you to go see this movie. #NoWayHome #TomHolland #Zendaya #JacobBatalon,1,0,0,False
417,2021-12-17,#spidermannowayhome,1471990576522440707,PhantomClaym0re,John Freeman,#SpiderManNoWayHome is everyone's favorite new Spiderman movie! 10/10. Wow.,1,0,0,False
418,2021-12-17,#spidermannowayhome,1471990566841892866,realKaanAkgoz,Enes Kaan AKGÖZ,İncredible this time ! #SpiderManNoWayHome,0,0,0,False
419,2021-12-17,#spidermannowayhome,1471990562836385792,Gimms,Gemma Grayston,"No spoilers because I'm not a dick but wow,  #SpiderManNoWayHome. Just wow. 🤩",0,0,0,False
420,2021-12-17,#spidermannowayhome,1471990541780930562,BrandonM226,Brandon Messina,OMG. I Looooovved It 😱😱😱🤯🤯🤯 #SpiderManNoWayHome,2,0,0,False
421,2021-12-17,#spidermannowayhome,1471990536420700163,ruxxel,Rux,Spoilers sin contexto de #SpiderManNoWayHome  1/3 https://t.co/Cr865LE5zR,0,0,0,False
422,2021-12-17,#spidermannowayhome,1471990531861454856,hocusscrotus,𝗟𝗶𝗮𝗺🎃,(NO SPOILERS!!!) #SpiderManNoWayHome was surprisingly good for the most part. Willem Dafoe brought it hard! 3rd act was a bit… eh. Massive improvement on Far From Home. https://t.co/fFCBUax1Dv,2,0,0,False
423,2021-12-17,#spidermannowayhome,1471990522130706434,RamiUngarWriter,Rami Ungar the Writer,About to see #SpiderManNoWayHome I cannot tell you how excited I am to see this movie. #SpiderMan https://t.co/iPS5QbGboM,3,0,0,False
424,2021-12-17,#spidermannowayhome,1471990521442754562,robbins_sir,Mr Sir Robbins🐦,"#SpiderManNoWayHome (spoilers??)
-
-
-
Doctor Strange really did his shit this movie. The end credits to multiverse of madness looks insane😍 and to the ones complaining about the CGI, how fucking incredible was the environmental manipulation???",0,0,0,False
425,2021-12-17,#spidermannowayhome,1471990507266002944,PeralezZachary,Zachary Peralez,I’m in it’s time (don’t worry the screen is not the movie it’s the preview’s) #SpiderMan #NoWayHome #SpiderManNoWayHome https://t.co/pwLaa8QD8f,0,0,0,False
426,2021-12-17,#spidermannowayhome,1471990501570195459,rockstrjkk,may ⁷🌙,ISTG TOBEY AND ANDREW HAVE TO BE IN THIS MOVIE #SpiderManNoWayHome #SpiderMan,0,0,0,False
427,2021-12-17,#spidermannowayhome,1471990496998400004,antayajuliaa,t a y a 🦋,I’m shaking with excitement for #SpiderManNoWayHome,0,0,0,False
428,2021-12-17,#spidermannowayhome,1471990491033923584,ericdom3,Eric Dominguez,#SpiderManNoWayHome that’s the tweet,1,0,0,False
429,2021-12-17,#spidermannowayhome,1471990486625927171,_txlula,❤️‍🩹,"I cant even believe this movie exists, how could they possibly top this🥺 #SpiderManNoWayHome",1,0,0,False
430,2021-12-17,#spidermannowayhome,1471990486198063104,Marky_904,Mark Louvat,Due to the fact that I love $AMC #AMC I plan on going to #SpiderManNoWayHome  again with my girlfriend and maybe a third time just to say fuck you hedgies! #SupportAmc #AMCNOTLEAVING,4,0,0,False
431,2021-12-17,#spidermannowayhome,1471990481601056773,zackattree,Zack Attree,Fuck it. I’m going to see #SpiderManNoWayHome again tomorrow.,5,0,0,False
432,2021-12-17,#spidermannowayhome,1471990455512543239,rulesnh,Camila,brazilian energy #SpiderManNoWayHome https://t.co/P9K7Dl7N6y,7,0,0,False
433,2021-12-17,#spidermannowayhome,1471990449644650503,RabindranathFV,Rabindranath,"Spiderman en una palabra Brutal

I love it
#SpiderManNoWayHome",0,0,0,False
434,2021-12-17,#spidermannowayhome,1471990448763854850,batpool129,Richard Stewart | Dreamer,"Bro...I...bro, this MOVIE IS PURE GAS 🔥🔥🔥🤯🤯🤯 #SpiderManNoWayHome",1,0,0,False
435,2021-12-17,#spidermannowayhome,1471990444733181956,Sigyn15972892,Sigyn,#SpiderManNoWayHome  BEST SPIDER-MAN MOVIE EVER. I COULD WATCH #TomHolland #TobeyMaguire #andrewgarfield be #SpiderMan all day long. #SpiderMan,0,0,0,False
436,2021-12-17,#spidermannowayhome,1471990438085148674,LeonPlays1708,Leon Nguyen,"20 minutes in and I’m already crying at this action movie 🙃

Ok, getting off this phone and start crying til the movie ends #SpiderManNoWayHome",0,0,0,False
437,2021-12-17,#spidermannowayhome,1471990426177572867,James_Anton_,James Anton,#SpiderManNoWayHome Watched it. Liked it. Though I do have some questions.,0,0,0,False
438,2021-12-17,#spidermannowayhome,1471990426047377408,kujualnetflix,key | jual netflix 37k canva vidio zoom youtube,"NETFLIX
SHARING
1 bulan 37k
2 bulan 74k
3 bulan 111k

PRIVATE 
1 BULAN 165k
PPJ 175k

Jual netflix spotify sewa zoom canva viu wetv iflix disney nord vpn mola scribd hbo go grammarly wattpad #zonajajan #SpiderManNoWayHome   suaminya noah skylar lee zii jia akane akun viral dora https://t.co/NKAbhEr2ck",1,0,0,False
439,2021-12-17,#spidermannowayhome,1471990408544673794,Devin471,Devin Pennington,"#SpiderManNoWayHome Is the perfect Marvel movie, the perfect Spider-Man movie!!!",0,0,0,False
440,2021-12-17,#spidermannowayhome,1471990396335144962,ZizoElbahey,zizo mostafa elbahey,"I met the real spiderman😂😂❤️
#SpiderManNoWayHome https://t.co/08PjresnXe",4,0,0,False
441,2021-12-17,#spidermannowayhome,1471990393797500929,silanti1,Diane Wortman,@GFuelEnergy @SpiderManMovie I have just the spot for this.  #SpiderManNoWayHome #GFUEL  Thanks for the chance!🕷️👨,0,0,0,False
442,2021-12-17,#spidermannowayhome,1471990382846259200,MidwestTraci,Midwest Traci,Zendaya and Tom's who 'My MJ and my Spiderman ' makes a lot more sense now #SpiderManNoWayHome,0,0,0,False
443,2021-12-17,#spidermannowayhome,1471990364399706115,StormioUA,StormioUA 🎁🎄#HaloInfinite,IM SO READY #SpiderManNoWayHome https://t.co/q6R3k33nUZ,9,0,0,False
444,2021-12-17,#spidermannowayhome,1471990352206872579,kylekrause89,Kyle Krause,Round one in one hour. #SpiderManNoWayHome,3,0,0,False
445,2021-12-17,#spidermannowayhome,1471990347593129995,OVeezyy,Orlando Valentino,Only way I can describe how good #SpiderManNoWayHome is https://t.co/4HmLJyPLa7,2,0,0,False
446,2021-12-17,#spidermannowayhome,1471990346720632833,Hey_itsMeMads,mads ❄️,Everyone go see #SpiderManNoWayHome,1,0,0,False
447,2021-12-17,#spidermannowayhome,1471990337673564164,JohnKNic,John Nicholson,Critics and audiences agree! #SpiderManNoWayHome is the superspreader event of the year!,3,0,0,False
448,2021-12-17,#spidermannowayhome,1471990329872199684,DarkGuardlan,DarkGuardian🏳️‍🌈,"What a film 😳

First of all, I don't want to give any spoilers away so I won't! Lol

But let me tell you, I am emotionally broken and because of that I have cried a lot especially towards the end (river), this film really surprised me

#SpiderManNoWayHome was so good, just WOW",3,0,0,False
449,2021-12-17,#spidermannowayhome,1471990315842220040,filmmusic247,Film Music 24-7,Please #Checkout my #SpiderManNoWayHome #review at #movies1 https://t.co/8MGB7yZBlx https://t.co/jF9oMt9GMr,0,0,0,False
450,2021-12-17,#spidermannowayhome,1471990303175454728,rockstrjkk,may ⁷🌙,GUYS IM ABOUT TO SPIDERMAN NO WAY HOME #SpiderMan  #SpiderManNoWayHome,0,0,0,False
451,2021-12-17,#spidermannowayhome,1471990302726631426,madre_62,mary martin,@GFuelEnergy @SpiderManMovie I would love this in my house!! #SpiderManNoWayHome,1,0,0,False
452,2021-12-17,#spidermannowayhome,1471990297479499780,bukowskit71,Mr. T-Man,I've been seeing lots of people saying glowing things about #SpiderManNoWayHome and I'm proud to announce I will be going out on Sunday to see this movie! Can't wait! https://t.co/3qPLnKJndO,6,0,0,False
453,2021-12-17,#spidermannowayhome,1471990297047584768,ariadna3_,ariadna || MAX WORLD CHAMPION,"You deserve the world, I’m so proud of you, #SpiderManNoWayHome was fenomenal iconic I cry soooo much bestie, your work is incrieble 🥺🥺🥺 love you @TomHolland1996",1,0,0,False
454,2021-12-17,#spidermannowayhome,1471990296955310087,WrenWorks__,Wren,Thank you @MarvelStudios for releasing #SpiderManNoWayHome on my birthday. It was a great present.,4,0,0,False
