Datetime;solar_mw;wind-speed;humidity;average-wind-speed-(period);average-pressure-(period);temperature;;;
10/05/2020 18:00;12080;23.5;86;28;30;57;;;
10/05/2020 19:00;12019;23.5;70;36;30;57;;;
10/05/2020 20:00;11787;23.5;60;31;30.01;57;;;
10/05/2020 21:00;11528;23.5;65;21;30.01;57;;;
10/05/2020 22:00;11032;23.5;77;14;30.01;57;;;
10/05/2020 23:00;10070;23.5;80;20;29.96;57;;;
11/05/2020 00:00;9110;23.5;77;21;29.97;57;;;
11/05/2020 01:00;8407;15.8;64;10;29.98;58;;;
11/05/2020 02:00;7954;15.8;51;22;29.93;58;;;
11/05/2020 03:00;7545;15.8;58;31;29.94;58;;;
11/05/2020 04:00;7636;15.8;54;21;29.96;58;;;
11/05/2020 05:00;7719;15.8;59;16;29.98;58;;;
11/05/2020 06:00;8263;15.8;75;0;29.97;58;;;
11/05/2020 07:00;9106;15.8;86;9;29.95;58;;;
11/05/2020 08:00;9658;15.8;83;7;29.97;58;;;
11/05/2020 09:00;9982;16.8;80;11;29.98;58;;;
11/05/2020 10:00;10373;16.8;75;24;29.96;58;;;
11/05/2020 11:00;10872;16.8;60;30;29.97;58;;;
11/05/2020 12:00;11229;16.8;58;20;29.97;58;;;
11/05/2020 13:00;11779;16.8;60;15;29.98;58;;;
11/05/2020 14:00;12244;16.8;77;9;29.97;58;;;
11/05/2020 15:00;12724;16.8;86;8;29.94;58;;;
11/05/2020 16:00;13248;16.8;83;17;29.95;58;;;
11/05/2020 17:00;13635;15.3;77;14;29.96;61;;;
11/05/2020 18:00;13748;15.3;69;25;29.93;61;;;
11/05/2020 19:00;13423;15.3;58;25;29.95;61;;;
11/05/2020 20:00;12878;15.3;54;23;30.01;61;;;
11/05/2020 21:00;12659;15.3;54;14;30.03;61;;;
11/05/2020 22:00;11968;15.3;72;0;30.03;61;;;
11/05/2020 23:00;11037;15.3;86;8;30.02;61;;;
12/05/2020 00:00;10079;15.3;83;18;30.05;61;;;
12/05/2020 01:00;9212;16.8;77;17;30.08;59;;;
12/05/2020 02:00;8683;16.8;69;26;30.07;59;;;
12/05/2020 03:00;8310;16.8;52;26;30.09;59;;;
12/05/2020 04:00;8018;16.8;51;22;30.15;59;;;
12/05/2020 05:00;8010;16.8;65;5;30.16;59;;;
12/05/2020 06:00;8089;16.8;90;7;30.17;59;;;
12/05/2020 07:00;8262;16.8;96;14;30.16;59;;;
12/05/2020 08:00;8823;16.8;93;17;30.16;59;;;
12/05/2020 09:00;9561;10.1;90;15;30.17;64;;;
12/05/2020 10:00;10297;10.1;90;14;30.13;64;;;
12/05/2020 11:00;11107;10.1;71;16;30.12;64;;;
12/05/2020 12:00;11896;10.1;68;11;30.14;64;;;
12/05/2020 13:00;12663;10.1;84;3;30.16;64;;;
12/05/2020 14:00;13328;10.1;90;5;30.14;64;;;
12/05/2020 15:00;14024;10.1;93;3;30.1;64;;;
12/05/2020 16:00;14552;10.1;90;10;30.11;64;;;
12/05/2020 17:00;15034;7.3;90;11;30.12;64;;;
12/05/2020 18:00;15219;7.3;75;6;30.07;64;;;
12/05/2020 19:00;15044;7.3;64;10;30.06;64;;;
12/05/2020 20:00;14453;7.3;68;11;30.08;64;;;
12/05/2020 21:00;13992;7.3;87;0;30.09;64;;;
12/05/2020 22:00;13238;7.3;90;7;30.06;64;;;
12/05/2020 23:00;12238;7.3;90;3;30.03;64;;;
13/05/2020 00:00;11209;7.3;90;8;30.01;64;;;
13/05/2020 01:00;10184;8.1;93;9;30.01;61;;;
13/05/2020 02:00;9454;8.1;90;11;30.01;61;;;
13/05/2020 03:00;8860;8.1;73;16;30.03;61;;;
13/05/2020 04:00;8509;8.1;66;13;30.04;61;;;
13/05/2020 05:00;8314;8.1;84;6;30.06;61;;;
13/05/2020 06:00;8236;8.1;90;0;30.08;61;;;
13/05/2020 07:00;8305;8.1;96;5;30.08;61;;;
13/05/2020 08:00;8683;8.1;93;7;30.08;61;;;
13/05/2020 09:00;9380;9.8;96;8;30.11;59;;;
13/05/2020 10:00;10106;9.8;87;6;30.08;59;;;
13/05/2020 11:00;10641;9.8;75;9;30.1;59;;;
13/05/2020 12:00;11115;9.8;75;13;30.14;59;;;
13/05/2020 13:00;11588;9.8;81;15;30.13;59;;;
13/05/2020 14:00;11982;9.8;93;13;30.1;59;;;
13/05/2020 15:00;12329;9.8;87;11;30.09;59;;;
13/05/2020 16:00;12547;9.8;93;10;30.13;59;;;
13/05/2020 17:00;12537;11;84;10;30.09;60;;;
13/05/2020 18:00;12564;11;84;13;30.07;60;;;
13/05/2020 19:00;12312;11;75;18;30.08;60;;;
13/05/2020 20:00;12070;11;81;20;30.08;60;;;
13/05/2020 21:00;11925;11;87;8;30.07;60;;;
13/05/2020 22:00;11402;11;81;5;30.04;60;;;
13/05/2020 23:00;10431;11;90;9;29.99;60;;;
14/05/2020 00:00;9426;11;87;10;29.97;60;;;
14/05/2020 01:00;8718;8.5;90;17;29.98;56;;;
14/05/2020 02:00;8243;8.5;90;14;29.92;56;;;
14/05/2020 03:00;8025;8.5;93;13;29.91;56;;;
14/05/2020 04:00;7930;8.5;72;0;29.96;56;;;
14/05/2020 05:00;8051;8.5;60;0;29.98;56;;;
14/05/2020 06:00;8654;8.5;59;6;30;56;;;
14/05/2020 07:00;9476;8.5;61;6;30.06;56;;;
14/05/2020 08:00;10034;8.5;66;8;30.1;56;;;
14/05/2020 09:00;10429;12;53;5;30.09;55;;;
14/05/2020 10:00;10740;12;64;20;30.1;55;;;
14/05/2020 11:00;11259;12;50;14;30.07;55;;;
14/05/2020 12:00;11863;9.8;44;15;30.15;55;;;
14/05/2020 13:00;12524;12;55;13;30.19;55;;;
14/05/2020 14:00;13287;12;74;15;30.18;55;;;
14/05/2020 15:00;13892;12;77;10;30.15;55;;;
14/05/2020 16:00;14545;12;77;7;30.18;55;;;
14/05/2020 17:00;14905;15.2;77;10;30.17;54;;;
14/05/2020 18:00;14921;15.2;66;14;30.16;54;;;
14/05/2020 19:00;14319;15.2;48;16;30.17;54;;;
14/05/2020 20:00;13568;15.2;46;21;30.18;54;;;
14/05/2020 21:00;12807;15.2;55;17;30.2;54;;;
14/05/2020 22:00;11905;15.2;74;16;30.18;54;;;
14/05/2020 23:00;10705;15.2;83;17;30.17;54;;;
15/05/2020 00:00;9656;15.2;83;9;30.17;54;;;
15/05/2020 01:00;8925;14.5;74;11;30.17;53;;;
15/05/2020 02:00;8475;14.5;66;13;30.14;53;;;
15/05/2020 03:00;8102;14.5;49;23;30.13;53;;;
15/05/2020 04:00;8036;14.5;44;18;30.13;53;;;
15/05/2020 05:00;8159;14.5;57;17;30.14;53;;;
15/05/2020 06:00;8770;14.5;71;14;30.11;53;;;
15/05/2020 07:00;9603;14.5;74;16;30.09;53;;;
15/05/2020 08:00;10282;14.5;74;18;30.05;53;;;
15/05/2020 09:00;10737;16.8;74;16;30.06;52;;;
15/05/2020 10:00;11270;16.8;69;11;30.03;52;;;
15/05/2020 11:00;11872;16.8;57;24;30.01;52;;;
15/05/2020 12:00;12608;16.8;66;23;30.02;52;;;
15/05/2020 13:00;13353;16.8;64;21;29.99;52;;;
15/05/2020 14:00;14182;16.8;74;11;30;52;;;
15/05/2020 15:00;14867;16.8;74;10;29.99;52;;;
15/05/2020 16:00;15388;16.8;77;11;30.02;52;;;
15/05/2020 17:00;15837;14.8;77;14;30.02;55;;;
15/05/2020 18:00;15756;14.8;74;21;29.99;55;;;
15/05/2020 19:00;15463;14.8;62;22;30.02;55;;;
15/05/2020 20:00;15023;14.8;52;14;30.04;55;;;
15/05/2020 21:00;14669;14.8;62;3;30.07;55;;;
15/05/2020 22:00;13552;14.8;77;16;30.09;55;;;
15/05/2020 23:00;12128;14.8;77;14;30.1;55;;;
16/05/2020 00:00;10964;14.8;80;20;30.11;55;;;
16/05/2020 01:00;9990;18;77;31;30.13;52;;;
16/05/2020 02:00;9429;18;74;20;30.13;52;;;
16/05/2020 03:00;9015;18;64;28;30.15;52;;;
16/05/2020 04:00;8827;18;57;23;30.16;52;;;
16/05/2020 05:00;8872;18;64;20;30.17;52;;;
16/05/2020 06:00;9377;18;77;16;30.14;52;;;
16/05/2020 07:00;10191;18;83;5;30.1;52;;;
16/05/2020 08:00;10875;18;83;14;30.08;52;;;
16/05/2020 09:00;11198;24.4;77;17;30.07;53;;;
16/05/2020 10:00;11764;24.4;69;31;30.04;53;;;
16/05/2020 11:00;11546;24.4;57;29;30.05;53;;;
16/05/2020 12:00;12085;24.4;55;32;30.07;53;;;
16/05/2020 13:00;12227;24.4;59;31;30.05;53;;;
16/05/2020 14:00;12430;24.4;71;26;30.01;53;;;
16/05/2020 15:00;12506;24.4;74;21;29.97;53;;;
16/05/2020 16:00;12487;24.4;77;11;29.96;53;;;
16/05/2020 17:00;12640;10.4;69;8;29.96;57;;;
16/05/2020 18:00;12745;10.4;71;13;29.94;57;;;
16/05/2020 19:00;12556;10.4;51;20;29.94;57;;;
16/05/2020 20:00;12385;10.4;54;17;29.95;57;;;
16/05/2020 21:00;12345;10.4;70;5;29.96;57;;;
16/05/2020 22:00;11782;10.4;77;7;29.94;57;;;
16/05/2020 23:00;10757;10.4;80;9;29.9;57;;;
17/05/2020 00:00;9777;10.4;80;10;29.9;57;;;
17/05/2020 01:00;9081;13.4;83;9;29.9;61;;;
17/05/2020 02:00;8626;13.4;80;22;29.85;61;;;
17/05/2020 03:00;8348;13.4;68;18;29.83;61;;;
17/05/2020 04:00;8827;13.4;63;20;29.88;61;;;
17/05/2020 05:00;8393;13.4;61;16;29.9;61;;;
17/05/2020 06:00;8959;13.4;67;6;29.86;61;;;
17/05/2020 07:00;9834;13.4;72;7;29.83;61;;;
17/05/2020 08:00;10517;13.4;60;0;29.85;61;;;
17/05/2020 09:00;10844;6.7;35;8;29.87;74;;;
17/05/2020 10:00;11081;6.7;30;16;29.84;74;;;
17/05/2020 11:00;11364;6.7;27;23;29.86;74;;;
17/05/2020 12:00;11483;6.7;52;3;29.9;74;;;
17/05/2020 13:00;11614;6.7;70;5;29.94;74;;;
17/05/2020 14:00;11765;6.7;70;0;29.95;74;;;
17/05/2020 15:00;11919;6.7;68;3;29.93;74;;;
17/05/2020 16:00;11932;6.7;70;0;29.95;74;;;
17/05/2020 17:00;11990;5.5;44;0;29.98;75;;;
17/05/2020 18:00;11957;5.5;32;15;29.95;75;;;
17/05/2020 19:00;11784;5.5;18;11;29.94;75;;;
17/05/2020 20:00;11705;5.5;60;6;30;75;;;
17/05/2020 21:00;11764;5.5;73;7;30.05;75;;;
17/05/2020 22:00;11278;5.5;78;3;30.06;75;;;
17/05/2020 23:00;10416;5.5;87;0;30.02;75;;;
18/05/2020 00:00;9560;5.5;61;3;30.04;75;;;
18/05/2020 01:00;8924;3.9;51;5;30.04;69;;;
18/05/2020 02:00;8533;3.9;40;15;30.01;69;;;
18/05/2020 03:00;8347;3.9;43;5;30.02;69;;;
18/05/2020 04:00;8285;3.9;48;0;30.07;69;;;
18/05/2020 05:00;8435;3.9;75;3;30.11;69;;;
18/05/2020 06:00;9013;3.9;78;0;30.09;69;;;
18/05/2020 07:00;9850;3.9;74;0;30.06;69;;;
18/05/2020 08:00;10635;3.9;75;0;30.07;69;;;
18/05/2020 09:00;10953;8.3;80;7;30.07;59;;;
18/05/2020 10:00;11143;8.3;75;10;30.05;59;;;
18/05/2020 11:00;11421;8.3;53;11;30.06;59;;;
18/05/2020 12:00;11549;8.3;49;14;30.09;59;;;
18/05/2020 13:00;11601;8.3;83;5;30.14;59;;;
18/05/2020 14:00;11940;8.3;96;6;30.15;59;;;
18/05/2020 15:00;12131;8.3;93;3;30.11;59;;;
18/05/2020 16:00;11727;8.3;96;9;30.13;59;;;
18/05/2020 17:00;11680;12.1;93;20;30.16;57;;;
18/05/2020 18:00;11555;12.1;83;13;30.14;57;;;
18/05/2020 19:00;11302;12.1;63;26;30.17;57;;;
18/05/2020 20:00;11110;12.1;42;14;30.21;57;;;
18/05/2020 21:00;11175;12.1;67;6;30.26;57;;;
18/05/2020 22:00;10685;12.1;83;0;30.26;57;;;
18/05/2020 23:00;10046;12.1;86;0;30.23;57;;;
19/05/2020 00:00;9327;12.1;80;11;30.24;57;;;
19/05/2020 01:00;8701;17.2;77;22;30.25;52;;;
19/05/2020 02:00;8333;17.2;74;29;30.22;52;;;
19/05/2020 03:00;8074;17.2;62;24;30.25;52;;;
19/05/2020 04:00;7975;17.2;57;21;30.27;52;;;
19/05/2020 05:00;8003;17.2;59;3;30.28;52;;;
19/05/2020 06:00;8139;17.2;80;15;30.27;52;;;
19/05/2020 07:00;8414;17.2;83;17;30.23;52;;;
19/05/2020 08:00;8849;17.2;83;15;30.22;52;;;
19/05/2020 09:00;9420;20.5;80;17;30.19;49;;;
19/05/2020 10:00;10030;20.5;71;28;30.13;49;;;
19/05/2020 11:00;10408;20.5;57;30;30.11;49;;;
19/05/2020 12:00;10579;20.5;51;25;30.1;49;;;
19/05/2020 13:00;10688;20.5;49;21;30.11;49;;;
19/05/2020 14:00;10709;20.5;61;17;30.07;49;;;
19/05/2020 15:00;10614;20.5;68;5;30.02;49;;;
19/05/2020 16:00;10589;20.5;66;11;30;49;;;
19/05/2020 17:00;10688;26.6;63;16;29.97;50;;;
19/05/2020 18:00;10674;26.6;68;32;29.92;50;;;
19/05/2020 19:00;10721;26.6;61;39;29.91;50;;;
19/05/2020 20:00;10719;26.6;49;40;29.94;50;;;
19/05/2020 21:00;10860;26.6;47;28;29.95;50;;;
19/05/2020 22:00;10754;26.6;58;16;29.97;50;;;
19/05/2020 23:00;10244;26.6;61;16;29.96;50;;;
20/05/2020 00:00;9581;26.6;71;21;29.96;50;;;
20/05/2020 01:00;8973;19.6;71;17;29.97;55;;;
20/05/2020 02:00;8553;19.6;69;28;29.96;55;;;
20/05/2020 03:00;8272;19.6;53;31;30;55;;;
20/05/2020 04:00;8081;19.6;60;21;30.07;55;;;
20/05/2020 05:00;8014;19.6;75;16;30.11;55;;;
20/05/2020 06:00;8140;19.6;93;15;30.13;55;;;
20/05/2020 07:00;8204;19.6;90;20;30.13;55;;;
20/05/2020 08:00;8738;19.6;90;13;30.17;55;;;
20/05/2020 09:00;9579;17.5;83;17;30.21;56;;;
20/05/2020 10:00;10400;17.5;80;25;30.2;56;;;
20/05/2020 11:00;11231;17.5;70;22;30.22;56;;;
20/05/2020 12:00;11937;17.5;65;18;30.26;56;;;
20/05/2020 13:00;12497;17.5;65;9;30.27;56;;;
20/05/2020 14:00;12909;17.5;86;9;30.26;56;;;
20/05/2020 15:00;13472;17.5;90;20;30.23;56;;;
20/05/2020 16:00;13872;17.5;96;17;30.24;56;;;
20/05/2020 17:00;14258;18;90;22;30.21;54;;;
20/05/2020 18:00;14553;18;83;16;30.16;54;;;
20/05/2020 19:00;14456;18;67;23;30.15;54;;;
20/05/2020 20:00;14098;18;56;17;30.14;54;;;
20/05/2020 21:00;13819;18;64;18;30.12;54;;;
20/05/2020 22:00;13165;18;74;8;30.04;54;;;
20/05/2020 23:00;11941;18;80;14;29.97;54;;;
21/05/2020 00:00;10785;18;83;16;29.95;54;;;
21/05/2020 01:00;9854;15.8;80;16;29.93;54;;;
21/05/2020 02:00;9232;15.8;69;25;29.89;54;;;
21/05/2020 03:00;8812;15.8;64;29;29.88;54;;;
21/05/2020 04:00;8657;15.8;58;8;29.88;54;;;
21/05/2020 05:00;8701;15.8;67;10;29.89;54;;;
21/05/2020 06:00;9174;15.8;83;13;29.85;54;;;
21/05/2020 07:00;10044;15.8;86;8;29.83;54;;;
21/05/2020 08:00;10740;15.8;83;6;29.86;54;;;
21/05/2020 09:00;11178;8.8;80;8;29.88;53;;;
21/05/2020 10:00;11687;8.8;77;9;29.89;53;;;
21/05/2020 11:00;12130;8.8;77;11;29.92;53;;;
21/05/2020 12:00;12507;8.8;64;17;29.97;53;;;
21/05/2020 13:00;12831;8.8;77;7;30.01;53;;;
21/05/2020 14:00;13167;8.8;74;8;30.02;53;;;
21/05/2020 15:00;13454;8.8;77;5;30.03;53;;;
21/05/2020 16:00;13652;8.8;77;8;30.05;53;;;
21/05/2020 17:00;13645;9.6;75;7;30.07;56;;;
21/05/2020 18:00;13507;9.6;75;15;30.05;56;;;
21/05/2020 19:00;13153;9.6;65;16;30.06;56;;;
21/05/2020 20:00;12768;9.6;67;15;30.09;56;;;
21/05/2020 21:00;12589;9.6;72;11;30.08;56;;;
21/05/2020 22:00;11972;9.6;83;3;30.02;56;;;
21/05/2020 23:00;10882;9.6;86;10;29.98;56;;;
22/05/2020 00:00;9901;9.6;86;10;29.98;56;;;
22/05/2020 01:00;9084;9.9;80;9;29.95;56;;;
22/05/2020 02:00;8579;9.9;93;13;29.92;56;;;
22/05/2020 03:00;8186;9.9;60;20;29.92;56;;;
22/05/2020 04:00;8170;9.9;93;3;29.92;56;;;
22/05/2020 05:00;8326;9.9;86;10;29.94;56;;;
22/05/2020 06:00;8816;9.9;77;6;29.9;56;;;
22/05/2020 07:00;9713;9.9;64;10;29.88;56;;;
22/05/2020 08:00;10349;9.9;77;3;29.92;56;;;
22/05/2020 09:00;10657;6.4;64;10;29.93;62;;;
22/05/2020 10:00;10937;6.4;50;9;29.92;62;;;
22/05/2020 11:00;11150;6.4;36;13;29.94;62;;;
22/05/2020 12:00;11500;6.4;31;3;29.97;62;;;
22/05/2020 13:00;12042;6.4;33;7;30.01;62;;;
22/05/2020 14:00;12621;6.4;59;3;30.03;62;;;
22/05/2020 15:00;13389;6.4;50;6;30.02;62;;;
22/05/2020 16:00;13923;6.4;49;0;30.04;62;;;
22/05/2020 17:00;14113;3.5;39;0;30.04;59;;;
22/05/2020 18:00;13951;3.5;17;6;30.02;59;;;
22/05/2020 19:00;13397;3.5;17;9;30.02;59;;;
22/05/2020 20:00;12958;3.5;37;5;30.06;59;;;
22/05/2020 21:00;12743;3.5;58;5;30.1;59;;;
22/05/2020 22:00;12195;3.5;71;0;30.09;59;;;
22/05/2020 23:00;11153;3.5;61;0;30.07;59;;;
23/05/2020 00:00;10101;3.5;46;0;30.06;59;;;
23/05/2020 01:00;9328;6;50;0;30.05;53;;;
23/05/2020 02:00;8861;6;50;16;30.02;53;;;
23/05/2020 03:00;8595;6;32;17;30.02;53;;;
23/05/2020 04:00;8425;6;38;0;30.06;53;;;
23/05/2020 05:00;8602;6;37;3;30.07;53;;;
23/05/2020 06:00;9124;6;77;0;30.04;53;;;
23/05/2020 07:00;9919;6;83;6;30.02;53;;;
23/05/2020 08:00;10776;6;80;6;30;53;;;
23/05/2020 09:00;11382;18;71;14;30;51;;;
23/05/2020 10:00;11964;18;69;18;29.95;51;;;
23/05/2020 11:00;12573;18;51;28;29.94;51;;;
23/05/2020 12:00;13101;18;51;26;29.98;51;;;
23/05/2020 13:00;13533;18;55;20;30;51;;;
23/05/2020 14:00;13824;18;71;13;30;51;;;
23/05/2020 15:00;14277;18;77;17;29.94;51;;;
23/05/2020 16:00;14684;18;83;22;29.94;51;;;
23/05/2020 17:00;14992;25.1;80;28;29.94;54;;;
23/05/2020 18:00;14914;25.1;74;25;29.91;54;;;
23/05/2020 19:00;14532;25.1;64;38;29.89;54;;;
23/05/2020 20:00;13915;25.1;75;32;29.96;54;;;
23/05/2020 21:00;13365;25.1;75;24;29.98;54;;;
23/05/2020 22:00;12651;25.1;89;17;29.96;54;;;
23/05/2020 23:00;11373;25.1;86;8;29.94;54;;;
24/05/2020 00:00;10099;25.1;93;28;29.97;54;;;
24/05/2020 01:00;9220;19.3;86;20;29.97;56;;;
24/05/2020 02:00;8610;19.3;80;25;29.93;56;;;
24/05/2020 03:00;8284;19.3;60;26;29.95;56;;;
24/05/2020 04:00;8140;19.3;52;25;30;56;;;
24/05/2020 05:00;8602;19.3;54;10;30.02;56;;;
24/05/2020 06:00;8733;19.3;77;14;30.01;56;;;
24/05/2020 07:00;9396;19.3;77;16;29.99;56;;;
24/05/2020 08:00;10188;19.3;77;26;29.98;56;;;
24/05/2020 09:00;10603;12.6;83;26;30;57;;;
24/05/2020 10:00;11083;12.6;62;31;29.97;57;;;
24/05/2020 11:00;11628;12.6;52;25;30.02;57;;;
24/05/2020 12:00;12148;12.6;45;16;30.07;57;;;
24/05/2020 13:00;12549;12.6;72;3;30.12;57;;;
24/05/2020 14:00;13057;12.6;86;3;30.11;57;;;
24/05/2020 15:00;13504;12.6;74;5;30.09;57;;;
24/05/2020 16:00;13930;12.6;77;6;30.11;57;;;
24/05/2020 17:00;14380;15.4;71;9;30.1;57;;;
24/05/2020 18:00;14355;15.4;64;18;30.06;57;;;
24/05/2020 19:00;14166;15.4;51;23;30.05;57;;;
24/05/2020 20:00;13365;15.4;24;3;30.08;57;;;
24/05/2020 21:00;13247;15.4;36;13;30.11;57;;;
24/05/2020 22:00;12324;15.4;40;16;30.08;57;;;
24/05/2020 23:00;11117;15.4;42;24;30.03;57;;;
25/05/2020 00:00;9921;15.4;42;28;30.01;57;;;
25/05/2020 01:00;9045;19.6;42;13;30.01;54;;;
25/05/2020 02:00;8488;19.6;69;23;29.95;54;;;
25/05/2020 03:00;8118;19.6;51;26;29.94;54;;;
25/05/2020 04:00;7938;19.6;46;22;29.97;54;;;
25/05/2020 05:00;8060;19.6;53;9;29.97;54;;;
25/05/2020 06:00;8480;19.6;77;18;29.94;54;;;
25/05/2020 07:00;9221;19.6;93;23;29.9;54;;;
25/05/2020 08:00;9905;19.6;86;21;29.92;54;;;
25/05/2020 09:00;10405;12.1;83;20;29.94;59;;;
25/05/2020 10:00;11018;12.1;72;21;29.89;59;;;
25/05/2020 11:00;11685;12.1;67;20;29.91;59;;;
25/05/2020 12:00;12361;12.1;55;11;29.94;59;;;
25/05/2020 13:00;12986;12.1;78;6;30;57;;;
25/05/2020 14:00;13591;12.1;83;5;30;59;;;
25/05/2020 15:00;14156;12.1;83;3;29.97;59;;;
25/05/2020 16:00;14684;12.1;80;3;29.99;59;;;
25/05/2020 17:00;15089;9.9;80;9;30;62;;;
25/05/2020 18:00;15247;9.9;72;13;29.99;62;;;
25/05/2020 19:00;14973;9.9;52;18;29.98;62;;;
25/05/2020 20:00;14328;9.9;41;14;30.01;62;;;
25/05/2020 21:00;13752;9.9;65;0;30.03;62;;;
25/05/2020 22:00;13146;9.9;83;6;30.01;62;;;
25/05/2020 23:00;12251;9.9;83;13;29.98;62;;;
26/05/2020 00:00;11224;9.9;86;11;29.98;62;;;
26/05/2020 01:00;10366;15.7;83;20;29.99;57;;;
26/05/2020 02:00;9775;15.7;77;22;29.97;57;;;
26/05/2020 03:00;9329;15.7;70;24;29.98;57;;;
26/05/2020 04:00;9078;15.7;60;17;30.02;57;;;
26/05/2020 05:00;8950;15.7;72;7;30.05;57;;;
26/05/2020 06:00;8884;15.7;86;11;30.05;57;;;
26/05/2020 07:00;9060;15.7;90;10;30.05;57;;;
26/05/2020 08:00;9707;15.7;90;17;30.08;57;;;
26/05/2020 09:00;10848;16.1;86;25;30.1;55;;;
26/05/2020 10:00;11972;16.1;83;31;30.07;55;;;
26/05/2020 11:00;12926;16.1;62;24;30.1;55;;;
26/05/2020 12:00;13672;16.1;60;20;30.13;55;;;
26/05/2020 13:00;14354;16.1;67;11;30.17;55;;;
26/05/2020 14:00;14706;16.1;86;5;30.16;55;;;
26/05/2020 15:00;14999;16.1;89;3;30.15;55;;;
26/05/2020 16:00;15036;16.1;90;7;30.17;55;;;
26/05/2020 17:00;14913;10.7;86;11;30.18;52;;;
26/05/2020 18:00;14549;10.7;80;22;30.17;52;;;
26/05/2020 19:00;14264;10.7;67;21;30.19;52;;;
26/05/2020 20:00;13739;10.7;60;17;30.23;52;;;
26/05/2020 21:00;13417;10.7;67;6;30.29;52;;;
26/05/2020 22:00;12957;10.7;80;3;30.27;52;;;
26/05/2020 23:00;12159;10.7;83;0;30.25;52;;;
27/05/2020 00:00;11253;10.7;77;8;30.27;52;;;
27/05/2020 01:00;10413;13.5;74;14;30.28;49;;;
27/05/2020 02:00;9852;13.5;64;16;30.26;49;;;
27/05/2020 03:00;9445;13.5;57;28;30.3;49;;;
27/05/2020 04:00;9166;13.5;43;16;30.35;49;;;
27/05/2020 05:00;9067;13.5;43;18;30.38;49;;;
27/05/2020 06:00;9063;13.5;63;7;30.36;49;;;
27/05/2020 07:00;9099;13.5;70;5;30.33;49;;;
27/05/2020 08:00;9621;13.5;65;5;30.34;49;;;
27/05/2020 09:00;10459;22.1;63;16;30.31;49;;;
27/05/2020 10:00;11329;22.1;61;26;30.26;49;;;
27/05/2020 11:00;12237;22.1;55;26;30.22;49;;;
27/05/2020 12:00;13088;22.1;54;26;30.21;49;;;
27/05/2020 13:00;13835;22.1;59;29;30.18;49;;;
27/05/2020 14:00;14266;22.1;66;26;30.08;49;;;
27/05/2020 15:00;14523;22.1;77;20;30;49;;;
27/05/2020 16:00;14525;22.1;86;10;29.95;49;;;
27/05/2020 17:00;14333;10.9;74;0;29.94;52;;;
27/05/2020 18:00;14082;10.9;80;10;29.93;52;;;
27/05/2020 19:00;13742;10.9;78;17;29.95;52;;;
27/05/2020 20:00;13311;10.9;77;13;29.97;52;;;
27/05/2020 21:00;13027;10.9;69;10;29.97;52;;;
27/05/2020 22:00;12566;10.9;77;7;29.95;52;;;
27/05/2020 23:00;11714;10.9;86;16;29.92;52;;;
28/05/2020 00:00;10852;10.9;83;14;29.93;52;;;
28/05/2020 01:00;10080;15.6;86;11;29.91;54;;;
28/05/2020 02:00;9499;15.6;83;14;29.9;54;;;
28/05/2020 03:00;9085;15.6;83;24;29.91;54;;;
28/05/2020 04:00;8835;15.6;75;20;29.94;54;;;
28/05/2020 05:00;8783;15.6;83;10;29.97;54;;;
28/05/2020 06:00;8901;15.6;96;14;29.96;54;;;
28/05/2020 07:00;8975;15.6;93;18;29.95;54;;;
28/05/2020 08:00;9409;15.6;90;14;29.95;54;;;
28/05/2020 09:00;10178;12.4;86;16;29.96;59;;;
28/05/2020 10:00;11058;12.4;77;17;29.95;59;;;
28/05/2020 11:00;11794;12.4;70;24;29.97;59;;;
28/05/2020 12:00;12360;12.4;67;20;29.99;59;;;
28/05/2020 13:00;12603;12.4;78;3;30.03;59;;;
28/05/2020 14:00;12544;12.4;86;13;30.03;59;;;
28/05/2020 15:00;12381;12.4;86;8;30.02;59;;;
28/05/2020 16:00;12250;12.4;80;3;30.04;59;;;
28/05/2020 17:00;12222;8;77;8;30.05;58;;;
28/05/2020 18:00;12241;8;72;17;30.07;58;;;
28/05/2020 19:00;12015;8;61;17;30.1;58;;;
28/05/2020 20:00;11843;8;75;5;30.16;58;;;
28/05/2020 21:00;11802;8;83;0;30.22;58;;;
28/05/2020 22:00;11394;8;90;0;30.22;58;;;
28/05/2020 23:00;10596;8;93;6;30.22;58;;;
29/05/2020 00:00;9724;8;93;10;30.23;58;;;
29/05/2020 01:00;9050;15.6;90;14;30.24;58;;;
29/05/2020 02:00;8683;9;86;22;30.24;58;;;
29/05/2020 03:00;8362;9;78;15;30.24;58;;;
29/05/2020 04:00;8357;9;72;5;30.28;58;;;
29/05/2020 05:00;8534;9;75;6;30.31;58;;;
29/05/2020 06:00;9146;15.6;90;0;30.3;58;;;
29/05/2020 07:00;10027;9;96;5;30.28;58;;;
29/05/2020 08:00;10771;9;93;6;30.28;58;;;
29/05/2020 09:00;11134;8.6;93;6;30.29;59;;;
29/05/2020 10:00;11529;8.6;87;8;30.26;59;;;
29/05/2020 11:00;11955;8.6;70;16;30.25;59;;;
29/05/2020 12:00;12367;8.6;72;10;30.26;59;;;
29/05/2020 13:00;12809;8.6;87;11;30.26;59;;;
29/05/2020 14:00;13234;8.6;96;7;30.22;59;;;
29/05/2020 15:00;13693;8.6;96;9;30.18;59;;;
29/05/2020 16:00;14102;8.6;90;13;30.17;59;;;
