,tweet_dt,topic,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted
0,2021-12-15,#spidermannowayhome,1471268815795367938,Roadrunner84,Owen,"#SpiderManNoWayHome  was sweeeeeeet! Wanna see it again, it was that good 😊",2,0,0,False
1,2021-12-15,#spidermannowayhome,1471268808845234176,dimaspra73,Dimas,Me watching #SpiderManNoWayHome https://t.co/LwNZtqQXlO,1,0,0,False
2,2021-12-15,#spidermannowayhome,1471268797080350723,ThisNiggaAaron,Voodoo Child 🥷🏾♉️🌊,I thought AMC tried to buck me for my Spider-Man tickets but they’re there 😮‍💨 #SpiderManNoWayHome,0,0,0,False
3,2021-12-15,#spidermannowayhome,1471268796270792705,cbawthssht,.,Can’t juke the spoilers even if you move like Spider-man. Click on the hashtag and the top 3 tweets reveal EVERYTHING in four languages with photos and video. Stay off the grid #SpiderManNoWayHome,0,0,0,False
4,2021-12-15,#spidermannowayhome,1471268787420815368,AshSRRose,Ashleigh,I’m finding it funny how all the Americans on the TL are threatening death to those who spoil #SpiderManNoWayHome but when they get a movie before other countries they’ll spoil it for everyone from the jump I.e. Harry Styles being in Eternals post credit scene 🙄,0,0,0,False
5,2021-12-15,#spidermannowayhome,1471268786292543494,JasminumAbb,juls | why am I here,"I’m just going to say that the end credits spiderverse style made me so happy, the music and the art, loved it #SpiderManNoWayHome",0,0,0,False
6,2021-12-15,#spidermannowayhome,1471268784560353284,REALVisualFury,VISUALFURY,"⚠️SPOILERS FOR #SpiderManNoWayHome
Spider-Man nwh is the 
best Spider-Man movie 
and my new favourite 
marvel movie Tobey &amp;
Andrew were so good
1 and a half years of
rumors and leaks and
today we saw that they were all mostly true the POST CREDIT SCENE WAS UNBELIEVABLE",1,0,0,False
7,2021-12-15,#spidermannowayhome,1471268780227674113,mede_tubert,médé,*sigh* open twitter and like every #SpiderManNoWayHome tweet …,1,0,0,False
8,2021-12-15,#spidermannowayhome,1471268764176027656,fandomlife,emzy - Spiderman Spoilers (sorry),"Just seen #SpiderManNoWayHome and I’m going to be processing for a while! What the fuckkk!!! 

Maybe slightly spoilery?…
•
•
•
Where I live we don’t vocally react when watching movies. Not even during Endgame. This was the first time it’s ever happened. It was that good!",7,0,0,False
9,2021-12-15,#spidermannowayhome,1471268757532286980,Tay5iveLive,Tay5ive,I have never wanted to see a movie so bad because I was afraid of it getting spoiled 🙃 #SpiderManNoWayHome #NoSpoilers,1,0,0,False
